Date,Open,High,Low,Close,Adj Close,Volume
2012-11-14,21.927099,22.183901,21.851000,22.098301,13.924000,11086652
2012-11-15,22.126801,22.269501,22.069700,22.069700,13.905978,11519969
2012-11-18,22.240999,22.269501,22.088800,22.222000,14.001943,9860236
2012-11-19,22.450300,22.612000,22.212500,22.535900,14.199728,13378889
2012-11-20,22.507299,22.688101,22.440800,22.516899,14.187755,9495536
2012-11-21,22.593000,22.678600,22.440800,22.488300,14.169736,9795479
2012-11-22,22.516899,22.707100,22.440800,22.478800,14.163751,7440081
2012-11-25,22.564400,22.583500,22.412201,22.545401,14.205714,6032178
2012-11-26,22.583500,22.669100,22.478800,22.669100,14.283655,9197676
2012-11-27,22.554899,22.716600,22.545401,22.716600,14.313585,5160353
2012-11-28,22.735600,22.821301,22.716600,22.783199,14.355551,5517647
2012-11-29,22.925900,23.220800,22.906900,23.116199,14.565372,15584552
2012-12-02,23.078100,23.230301,23.002001,23.106600,14.559322,7079037
2012-12-03,23.144699,23.296900,23.040100,23.068600,14.535379,4267485
2012-12-04,23.097099,23.239799,23.078100,23.125700,14.571358,4330156
2012-12-05,23.211300,23.249300,23.068600,23.068600,14.535379,5003692
2012-12-06,23.230301,23.354000,23.201799,23.306400,14.685217,4571168
2012-12-09,23.411100,23.468100,23.363501,23.382500,14.733165,4576102
2012-12-10,23.487200,23.563299,23.401600,23.496700,14.805122,4610173
2012-12-11,23.591801,23.677401,23.458599,23.458599,14.781116,6282064
2012-12-12,23.496700,23.534700,23.334999,23.401600,14.745201,7638081
2012-12-13,23.506201,23.639400,23.382500,23.401600,14.745201,5807239
2012-12-16,23.401600,23.458599,23.287399,23.287399,14.673244,5589236
2012-12-17,23.439600,23.667900,23.401600,23.401600,14.745201,7252485
2012-12-18,23.496700,23.591801,23.439600,23.591801,14.865045,5862967
2012-12-19,23.667900,23.667900,23.477600,23.667900,14.912996,10927340
2012-12-20,23.763000,23.801100,23.553801,23.725000,14.948974,18470728
2012-12-23,23.715500,23.753500,23.601299,23.667900,14.912996,1913628
2012-12-26,23.667900,23.763000,23.582300,23.734501,14.954957,2134055
2012-12-27,23.753500,23.905701,23.696400,23.801100,14.996922,2536209
2012-12-30,23.753500,23.782101,23.639400,23.782101,14.984950,2863630
2013-01-01,23.782101,23.938999,23.734501,23.877199,15.044871,3872465
2013-01-02,23.972300,24.048401,23.896200,24.019899,15.134788,4003545
2013-01-03,24.038900,24.077000,23.972300,24.077000,15.170764,3167141
2013-01-06,24.162600,24.210100,24.067400,24.067400,15.164714,3959655
2013-01-07,24.143600,24.153099,23.820101,23.867701,15.038888,5850965
2013-01-08,23.924801,24.134001,23.915199,24.115000,15.194709,5645295
2013-01-09,24.172100,24.191099,24.029400,24.191099,15.242660,5218346
2013-01-10,24.229200,24.352800,24.210100,24.324301,15.326586,7054400
2013-01-13,24.400400,24.524099,24.390900,24.486000,15.428473,5263940
2013-01-14,24.495501,24.600201,24.333799,24.457500,15.410514,5793390
2013-01-15,24.495501,24.676300,24.495501,24.590700,15.494447,5512087
2013-01-16,24.581100,24.923599,24.562099,24.771400,15.608303,8891994
2013-01-17,24.885500,25.123400,24.875999,25.066299,15.794119,7745716
2013-01-20,25.437300,25.599001,25.370701,25.541901,16.093792,10457733
2013-01-21,25.342199,25.565701,25.285101,25.294600,15.937966,8563900
2013-01-22,25.370701,25.589500,25.342199,25.446800,16.033869,7894180
2013-01-23,25.580000,25.836800,25.522900,25.770201,16.237640,7464870
2013-01-24,25.874901,25.941500,25.836800,25.912901,16.327555,10908102
2013-01-28,25.912901,26.455200,25.912901,26.369600,16.615318,7417037
2013-01-29,26.255400,26.559799,26.103201,26.293400,16.567305,6499960
2013-01-30,26.293400,26.331499,25.931999,26.027100,16.399511,7945991
2013-01-31,26.103201,26.664400,26.074600,26.635900,16.783112,7289201
2013-02-03,26.731001,26.873699,26.502701,26.683500,16.813105,6770832
2013-02-04,26.350500,26.578800,26.264900,26.436100,16.657219,8052367
2013-02-05,26.607401,26.788099,26.588400,26.740499,16.849020,4769532
2013-02-06,26.902300,27.301800,26.854700,27.235201,17.160727,8636473
2013-02-07,27.292299,27.606199,27.254200,27.606199,17.394493,7475251
2013-02-10,27.634800,27.977200,27.596701,27.672800,17.436455,6454647
2013-02-11,27.672800,27.958200,27.444500,27.520599,17.340555,4895477
2013-02-12,27.777500,28.091400,27.663300,27.863100,17.556366,5684051
2013-02-13,27.853500,27.986700,27.473000,27.920099,17.592279,5686257
2013-02-14,27.996201,28.338699,27.920099,28.072300,17.688179,5175127
2013-02-17,28.338699,28.814400,28.300600,28.681200,18.071840,6116349
2013-02-18,28.700199,28.709700,28.386299,28.700199,18.083813,4778175
2013-02-19,28.738199,29.299500,28.738199,29.071199,18.317583,4429918
2013-02-20,29.014099,29.061701,27.986700,27.986700,17.634243,9922748
2013-02-21,28.205500,28.719200,28.167500,28.367201,17.873993,12197467
2013-02-24,28.538500,28.804800,28.519400,28.804800,18.149721,4438413
2013-02-25,28.253099,28.709700,28.167500,28.490900,17.951933,6274049
2013-02-26,28.633600,28.690701,28.376801,28.566999,17.999886,4068034
2013-02-27,28.833401,28.919001,28.548000,28.728701,18.101772,10595715
2013-02-28,28.595600,29.109200,28.586000,28.919001,18.221680,5392426
2013-03-03,29.014099,29.261400,28.548000,28.633600,18.041853,5391287
2013-03-04,29.052200,29.375601,29.014099,29.099701,18.335539,5988592
2013-03-05,29.470699,29.813200,29.280500,29.327999,18.479389,8043206
2013-03-06,29.537300,29.746599,29.261400,29.546801,18.617256,5512451
2013-03-07,29.680000,29.727600,29.318501,29.584900,18.641258,4871369
2013-03-10,29.756100,30.098600,29.680000,30.098600,18.964937,6203295
2013-03-11,30.250799,30.669300,29.965401,30.003500,18.905016,6100148
2013-03-12,29.689501,29.775101,29.109200,29.442200,18.551346,9450895
2013-03-13,29.565901,29.603901,29.156799,29.194901,18.395521,7291904
2013-03-14,29.432699,29.803699,29.347099,29.775101,18.761105,9836715
2013-03-17,29.109200,29.385099,28.900000,29.004601,18.275616,6360390
2013-03-18,29.204399,29.480200,29.014099,29.052200,18.305607,8351903
2013-03-19,28.919001,29.261400,28.681200,29.004601,18.275616,6221306
2013-03-20,29.290001,29.309000,28.833401,28.871401,18.191689,10304728
2013-03-21,28.823900,29.285200,28.757299,29.137800,18.359545,4927273
2013-03-24,29.299500,29.546801,29.251900,29.347099,18.491421,5180935
2013-03-25,29.299500,29.318501,29.052200,29.166300,18.377499,4496095
2013-03-26,29.271000,29.442200,29.033100,29.442200,18.551346,5045286
2013-03-27,29.204399,29.527800,29.071199,29.337500,18.485374,18270941
2013-04-01,29.337500,29.565901,29.251900,29.442200,18.551346,5459696
2013-04-02,29.489799,29.765600,29.280500,29.594400,18.647243,8161492
2013-04-03,29.385099,29.698999,29.299500,29.489799,18.581335,5560537
2013-04-04,29.584900,29.584900,29.004601,29.080700,18.323566,6689700
2013-04-08,29.080700,29.204399,28.928499,29.090200,18.329554,3741323
2013-04-09,29.251900,29.889299,29.232901,29.879801,18.827072,8513635
2013-04-10,29.594400,29.803699,29.504000,29.680000,18.701178,6373907
2013-04-11,29.927299,30.060499,29.784700,30.060499,18.940933,5729721
2013-04-12,30.051001,30.231800,30.022499,30.079500,18.952904,6373256
2013-04-15,29.965401,30.412500,29.936899,30.222200,19.042818,4983516
2013-04-16,30.146099,30.288799,30.022499,30.279301,19.078796,3535933
2013-04-17,30.422001,30.669300,30.403000,30.669300,19.324533,4883399
2013-04-18,30.792999,30.859600,30.441000,30.441000,19.180681,8369474
2013-04-19,30.517099,30.650299,29.851200,29.917801,18.851017,6306313
2013-04-22,30.165199,30.222200,29.898800,30.098600,18.964937,4042357
2013-04-23,30.250799,30.507601,30.250799,30.507601,19.222647,4562530
2013-04-24,30.726400,31.297199,30.678900,31.164000,19.636238,17132392
2013-04-26,31.164000,31.354300,31.030800,31.040300,19.558298,4426782
2013-04-29,31.306700,31.544500,31.287701,31.468399,19.828039,3321012
2013-04-30,32.257999,32.429199,31.944099,32.343601,20.379499,7008437
2013-05-01,32.343601,32.476799,32.039200,32.296001,20.349506,3440170
2013-05-02,32.153400,32.329300,32.067699,32.191399,20.283596,3334802
2013-05-03,32.610001,32.695599,32.010700,32.096298,20.223675,4011002
2013-05-06,32.381699,32.533901,31.825199,31.868000,20.079826,3281432
2013-05-07,31.791901,31.953600,31.211599,31.344801,19.750160,5995738
2013-05-08,31.582600,31.772800,31.259100,31.744301,20.001884,5587738
2013-05-09,31.202101,31.544500,31.030800,31.087900,19.588287,10524433
2013-05-10,31.154499,31.430401,30.593300,30.888100,19.462397,8223312
2013-05-13,31.049900,31.563601,30.916700,31.563601,19.888023,7595699
2013-05-14,31.611099,31.658701,31.316200,31.487400,19.840014,6808482
2013-05-15,31.772800,31.858400,31.202101,31.458900,19.822052,6405900
2013-05-16,31.677700,31.753799,31.268700,31.439899,19.810083,5634701
2013-05-17,31.401800,31.573099,31.401800,31.477900,19.834024,4647588
2013-05-20,31.582600,31.896500,31.582600,31.744301,20.001884,5282496
2013-05-21,31.734800,31.772800,31.420900,31.477900,19.834024,8020065
2013-05-22,31.611099,31.611099,31.021299,31.116400,19.606247,6575962
2013-05-23,30.964300,31.087900,30.089100,30.155701,19.000916,14097130
2013-05-24,30.393499,30.545700,29.594400,29.765600,18.755117,11249937
2013-05-27,29.489799,29.870300,29.261400,29.718100,18.725189,7399783
2013-05-28,29.775101,29.870300,29.489799,29.603901,18.653231,7760628
2013-05-29,29.727600,29.794201,29.033100,29.061701,18.311592,10803042
2013-05-30,27.729900,28.186501,27.672800,27.891600,18.416229,42066263
2013-05-31,27.996201,28.081900,27.434999,27.587200,18.215240,21789376
2013-06-03,27.682301,28.243601,27.653799,27.872601,18.403683,6505116
2013-06-04,27.910601,28.329201,27.796499,28.167500,18.598400,6394495
2013-06-05,28.167500,28.234100,27.463499,27.539600,18.183811,9907865
2013-06-06,27.111500,27.806000,26.940300,27.349400,18.058224,9319245
2013-06-07,27.054501,27.349400,26.968901,26.968901,17.806990,7925348
2013-06-11,26.968901,27.159100,26.740499,27.016399,17.838350,8400535
2013-06-12,26.693001,26.845200,26.207800,26.683500,17.618547,8806231
2013-06-13,26.445700,27.254200,26.445700,26.987900,17.819534,7447965
2013-06-14,27.672800,28.005800,27.492100,27.948700,18.453930,7642848
2013-06-17,27.939199,28.519400,27.739401,28.462400,18.793116,7334865
2013-06-18,28.300600,28.410000,27.910601,28.291100,18.680010,6469620
2013-06-19,28.528999,28.576500,28.186501,28.576500,18.868454,5977410
2013-06-20,27.920099,28.295900,27.549101,27.777500,18.340889,11141559
2013-06-21,27.216200,27.729900,27.197201,27.568199,18.202690,7255948
2013-06-24,27.492100,27.558599,27.187700,27.282801,18.014252,4601580
2013-06-25,27.263800,27.634800,27.121099,27.301800,18.026798,5695224
2013-06-26,27.587200,27.920099,27.492100,27.806000,18.359709,5929759
2013-06-27,28.177000,28.433800,28.005800,28.300600,18.686283,7366613
2013-06-28,28.490900,28.538500,28.224600,28.234100,18.642372,16742773
2013-07-01,27.948700,27.996201,27.463499,27.558599,18.196356,5379067
2013-07-02,27.958200,28.005800,27.382700,27.834499,18.378525,7092001
2013-07-03,27.615700,27.777500,27.254200,27.320801,18.039343,5640548
2013-07-04,27.587200,27.634800,27.244699,27.463499,18.133564,3605082
2013-07-05,27.777500,27.806000,27.625200,27.748899,18.322006,3142696
2013-07-08,27.701300,27.806000,27.320801,27.463499,18.133564,4362105
2013-07-09,27.777500,28.138901,27.625200,27.986700,18.479021,5687299
2013-07-10,28.158001,28.329201,27.948700,28.015301,18.497904,3463568
2013-07-11,28.281601,28.528999,28.129400,28.519400,18.830751,4880826
2013-07-12,28.548000,28.757299,28.410000,28.481400,18.805660,5002073
2013-07-15,28.481400,28.633600,28.372000,28.566999,18.862179,3459484
2013-07-16,28.643101,28.738199,28.528999,28.633600,18.906155,3450080
2013-07-17,28.624100,28.643101,28.414801,28.566999,18.862179,4278999
2013-07-18,28.747801,28.890400,28.681200,28.861900,19.056896,5283540
2013-07-19,28.985600,29.014099,28.747801,28.861900,19.056896,5847946
2013-07-22,29.014099,29.156799,28.871401,28.928499,19.100870,4429172
2013-07-23,29.004601,29.090200,28.880899,29.004601,19.151119,4900525
2013-07-24,29.061701,29.194901,28.880899,29.175800,19.264156,5654632
2013-07-25,29.194901,29.480200,29.090200,29.366100,19.389809,6760407
2013-07-26,29.347099,29.689501,29.309000,29.489799,19.471485,12841638
2013-07-29,29.537300,29.765600,29.489799,29.642000,19.571983,4437535
2013-07-30,29.680000,29.727600,29.432699,29.670500,19.590797,4422100
2013-07-31,29.813200,29.993900,29.708500,29.708500,19.615887,5629840
2013-08-01,29.708500,29.765600,28.885700,29.232901,19.301859,7798123
2013-08-02,29.489799,29.651501,29.413700,29.651501,19.578253,5165031
2013-08-05,29.642000,29.698999,29.470699,29.565901,19.521732,2261858
2013-08-06,29.584900,29.603901,29.294701,29.546801,19.509121,4231678
2013-08-07,29.432699,29.442200,28.966600,29.042700,19.176275,5365669
2013-08-08,29.052200,29.380400,28.885700,29.242399,19.308130,4534283
2013-08-09,29.080700,29.156799,28.795300,29.080700,19.201366,3776408
2013-08-12,28.880899,29.290001,28.804800,29.194901,19.276770,3149340
2013-08-13,29.204399,29.603901,29.166300,29.546801,19.509121,4409298
2013-08-14,29.680000,29.822701,29.651501,29.794201,19.672474,5530698
2013-08-15,29.870300,30.022499,29.746599,29.946400,19.772970,4329111
2013-08-16,29.737101,29.775101,29.556400,29.746599,19.641045,4357009
2013-08-19,29.946400,30.003500,29.775101,29.832199,19.697565,2792090
2013-08-20,29.718100,30.184200,29.565901,30.032000,19.829491,8796333
2013-08-21,30.203199,30.688400,30.155701,30.574200,20.187492,6636414
2013-08-22,30.307899,30.764500,30.241301,30.764500,20.313143,6062198
2013-08-23,30.774000,30.935699,30.545700,30.878599,20.388481,5589345
2013-08-26,30.878599,31.135500,30.659800,30.964300,20.445065,4308184
2013-08-27,30.726400,31.154499,30.640800,31.068899,20.514132,3196299
2013-08-28,30.821600,30.859600,30.536200,30.745399,20.300529,4638374
2013-08-29,30.726400,30.821600,30.345900,30.783501,20.325691,5889719
2013-08-30,30.754999,30.897699,30.631300,30.869101,20.382212,9056674
2013-09-02,31.097401,31.354300,31.040300,31.249599,20.633444,4172899
2013-09-03,31.306700,31.487400,31.297199,31.306700,20.671146,2785596
2013-09-04,31.078400,31.249599,30.935699,31.002300,20.470158,5178131
2013-09-05,31.097401,31.221100,30.869101,31.145000,20.564377,3553142
2013-09-06,31.221100,31.297199,30.916700,31.173500,20.583199,3509504
2013-09-09,31.382799,31.563601,31.192600,31.563601,20.840773,4109297
2013-09-10,31.630100,31.944099,31.573099,31.810900,21.004059,3796487
2013-09-11,32.039200,32.219898,31.972601,32.200901,21.261566,4616419
2013-09-12,32.153400,32.324600,32.010700,32.200901,21.261566,5104046
2013-09-13,32.067699,32.153400,31.810900,31.896500,21.060577,5417842
2013-09-16,32.238998,32.514801,32.172401,32.438702,21.418581,6822683
2013-09-17,32.533901,33.166500,32.448200,32.990501,21.782927,8379196
2013-09-18,33.218800,33.313900,32.923901,32.952400,21.757767,7266782
2013-09-19,33.294899,33.466099,33.142700,33.323399,22.002729,8030894
2013-09-20,33.237801,33.570801,33.057098,33.161701,21.895964,6442265
2013-09-23,32.923901,33.247299,32.914398,33.133202,21.877144,4336764
2013-09-24,32.952400,33.076099,32.771702,32.933399,21.745220,4227159
2013-09-25,33.047600,33.637299,33.037998,33.580299,22.172356,6198409
2013-09-26,33.342400,33.608799,33.218800,33.608799,22.191172,4252457
2013-09-27,33.684898,33.723000,33.361500,33.399502,22.052980,15801942
2013-09-30,33.114101,33.199799,32.647999,32.647999,21.556778,5435419
2013-10-01,32.724098,33.066601,32.410198,32.733601,21.613297,4097663
2013-10-02,32.961899,33.037998,32.733601,32.838299,21.682428,3181349
2013-10-03,32.800201,33.380501,32.790699,33.190300,21.914848,5952169
2013-10-04,32.781200,33.180698,32.771702,33.114101,21.864534,3192999
2013-10-06,33.057098,33.104599,32.524300,32.724098,21.607023,3061927
2013-10-07,32.476799,32.667000,32.348400,32.524300,21.475100,5002135
2013-10-08,32.353100,32.600399,32.286499,32.590900,21.519073,3090871
2013-10-09,32.667000,32.790699,32.424500,32.505299,21.462555,3808509
2013-10-10,33.076099,33.294899,33.028500,33.171200,21.902237,4569595
2013-10-13,32.980999,33.123699,32.828800,33.066601,21.833170,2590091
2013-10-14,33.370998,33.428101,33.256802,33.304401,21.990185,3531738
2013-10-15,33.019001,33.584999,33.019001,33.399502,22.052980,4074837
2013-10-16,33.779999,34.008400,33.637299,33.903702,22.385893,6716585
2013-10-17,34.112999,34.274700,34.008400,34.227100,22.599426,6290601
2013-10-20,34.322300,34.655201,34.217602,34.217602,22.593153,4112791
2013-10-21,34.246201,34.474499,34.198601,34.312801,22.656010,3425143
2013-10-22,34.436401,34.579102,33.732498,33.742001,22.279121,5304294
2013-10-23,33.837101,34.065399,33.779999,33.856098,22.354456,5372242
2013-10-24,33.941799,34.360298,33.903702,34.322300,22.662279,13217743
2013-10-27,34.693298,35.073799,34.593399,34.893002,23.039106,10566393
2013-10-28,35.016701,35.264000,34.750401,34.893002,23.039106,5197971
2013-10-29,34.921600,34.978699,34.436401,34.465000,22.756506,8190789
2013-10-30,33.304401,33.941799,33.247299,33.589802,22.178627,13147616
2013-10-31,33.675400,34.759899,33.608799,33.894199,22.379616,5392962
2013-11-03,34.008400,34.103500,33.627800,33.703899,22.253969,4063333
2013-11-04,33.903702,34.055901,33.808601,34.055901,22.486385,3818967
2013-11-05,33.789600,34.141499,33.684898,34.141499,22.542904,6888453
2013-11-06,33.123699,33.171200,32.781200,32.990501,22.704437,19714917
2013-11-07,32.838299,33.161701,32.724098,33.085602,22.769884,4274331
2013-11-10,33.180698,33.294899,32.647999,32.876301,22.625839,3923412
2013-11-11,33.095100,33.152199,32.476799,32.819199,22.586542,4750705
2013-11-12,32.724098,32.724098,31.877501,32.010700,22.030123,7134419
2013-11-13,32.010700,32.505299,31.963100,32.134300,22.115187,5829390
2013-11-14,31.963100,32.714600,31.906000,32.629002,22.455648,4633741
2013-11-17,32.543400,32.785900,32.257999,32.686100,22.494942,5124076
2013-11-18,32.457802,32.771702,32.410198,32.410198,22.305063,5087861
2013-11-19,32.324600,32.600399,32.148602,32.153400,22.128332,4649644
2013-11-20,32.048698,32.257999,31.886999,32.058201,22.062817,4632847
2013-11-21,32.277000,32.486301,32.219898,32.267502,22.206858,5826556
2013-11-24,32.448200,32.505299,32.296001,32.438702,22.324680,6346887
2013-11-25,32.505299,32.885799,32.372101,32.724098,22.521093,6135238
2013-11-26,32.809700,33.085602,32.743099,32.809700,22.580006,6543638
2013-11-27,32.914398,33.171200,32.828800,32.857300,22.612766,5385685
2013-11-28,32.819199,33.047600,32.647999,32.895401,22.638985,8836700
2013-12-01,33.076099,33.152199,32.571899,32.638500,22.462185,4121157
2013-12-02,32.676601,32.847801,32.514801,32.524300,22.383587,3847926
2013-12-03,32.343601,32.933399,32.315102,32.705101,22.508018,5182784
2013-12-04,32.533901,32.619499,32.020199,32.020199,22.036661,6683657
2013-12-05,31.839399,31.924999,31.297199,31.839399,21.912233,5573816
2013-12-08,32.029701,32.058201,31.320999,31.554001,21.715818,5647252
2013-12-09,31.592100,32.029701,31.544500,31.554001,21.715818,4364511
2013-12-10,31.468399,31.677700,31.268700,31.268700,21.519472,3360412
2013-12-11,31.468399,31.468399,30.940500,31.430401,21.630754,8767043
2013-12-12,31.202101,31.725300,31.192600,31.725300,21.833706,6172478
2013-12-15,31.420900,31.877501,31.202101,31.582600,21.735502,3708847
2013-12-16,31.868000,32.048698,31.539801,31.772800,21.866400,4926461
2013-12-17,31.868000,32.005901,31.782400,31.782400,21.873007,5847335
2013-12-18,32.153400,32.372101,31.891800,32.372101,22.278847,7855642
2013-12-19,32.457802,32.695599,32.257999,32.590900,22.429426,16134473
2013-12-22,32.809700,32.933399,32.676601,32.933399,22.665134,2709620
2013-12-23,33.028500,33.161701,32.933399,33.085602,22.769884,2285022
2013-12-26,33.085602,33.285400,32.971500,33.009499,22.717508,1583901
2013-12-29,33.152199,33.180698,32.914398,33.142700,22.809181,1464734
2013-12-30,32.980999,33.199799,32.914398,33.133202,22.802641,1083417
2014-01-01,33.133202,33.294899,32.961899,33.133202,22.802641,1425378
2014-01-02,32.866798,33.019001,32.819199,33.000000,22.710972,1731877
2014-01-05,33.009499,33.123699,32.724098,32.866798,22.619299,2008028
2014-01-06,32.980999,33.076099,32.695599,32.819199,22.586542,2716863
2014-01-07,33.028500,33.057098,32.647999,32.724098,22.521093,2130571
2014-01-08,32.724098,32.819199,32.557598,32.771702,22.553856,2183708
2014-01-09,32.800201,33.019001,32.705101,32.885799,22.632380,2286008
2014-01-12,32.914398,32.933399,32.495800,32.571899,22.416351,2706135
2014-01-13,32.391201,32.438702,31.886999,31.934500,21.977682,5154493
2014-01-14,32.219898,32.296001,31.934500,32.181900,22.147943,3024892
2014-01-15,32.381699,32.429199,32.077301,32.429199,22.318142,4432340
2014-01-16,32.153400,32.238998,31.982100,32.096298,22.089035,4016181
2014-01-19,31.896500,32.124802,31.658701,32.001099,22.023514,3144082
2014-01-20,31.868000,32.381699,31.858400,32.334099,22.252691,2477998
2014-01-21,32.343601,32.619499,32.267502,32.619499,22.449104,3901755
2014-01-22,32.657501,32.790699,32.257999,32.495800,22.363976,4811002
2014-01-23,32.343601,32.476799,32.153400,32.172401,22.141409,4110428
2014-01-27,32.172401,32.172401,31.620600,31.706200,21.820564,7169239
2014-01-28,31.725300,32.029701,31.582600,31.963100,21.997366,5184399
2014-01-29,31.582600,31.706200,31.516001,31.649200,21.781340,5463845
2014-01-30,31.658701,31.734800,31.439899,31.630100,21.768190,7376063
2014-02-02,31.563601,31.687201,31.401800,31.573099,21.728962,2678291
2014-02-03,31.097401,31.130699,30.750200,30.812000,21.205168,9271677
2014-02-04,30.916700,30.992800,30.345900,30.574200,21.041510,6429480
2014-02-05,30.726400,31.078400,30.697901,31.040300,21.362282,6692873
2014-02-06,31.097401,31.278200,31.021299,31.183001,21.460493,4389134
2014-02-09,31.411400,31.782400,31.401800,31.782400,21.873007,5366873
2014-02-10,31.820400,32.343601,31.639700,32.238998,22.187239,5501021
2014-02-11,32.552898,32.581402,32.086800,32.486301,22.357439,4424298
2014-02-12,32.353100,32.543400,32.219898,32.353100,22.265766,3625794
2014-02-13,32.600399,32.600399,32.243698,32.457802,22.337824,4352360
2014-02-16,32.705101,33.057098,32.638500,33.057098,22.750271,7553403
2014-02-17,33.076099,33.332901,33.019001,33.332901,22.940077,6008767
2014-02-18,33.304401,33.651600,33.266300,33.542198,23.084118,6354897
2014-02-19,33.456600,33.646900,33.337700,33.447102,23.018671,7006303
2014-02-20,32.676601,32.885799,32.514801,32.857300,22.612766,11221688
2014-02-23,32.904900,32.914398,32.552898,32.752701,22.540777,7725941
2014-02-24,32.838299,33.076099,32.781200,32.828800,22.593151,3549626
2014-02-25,32.895401,33.209301,32.847801,33.171200,22.828794,6118124
2014-02-26,33.023800,33.123699,33.009499,33.123699,22.796104,2411714
2014-02-27,33.256802,33.261600,32.985699,33.047600,22.743731,7086433
2014-03-02,33.000000,33.000000,32.629002,32.866798,22.619299,4096068
2014-03-03,32.752701,33.133202,32.676601,33.037998,22.737122,4233253
2014-03-04,33.266300,33.447102,33.228298,33.332901,22.940077,5393308
2014-03-05,33.256802,33.294899,33.047600,33.152199,22.815716,4066282
2014-03-06,33.133202,33.180698,32.990501,33.047600,22.743731,3407287
2014-03-09,32.914398,33.076099,32.847801,32.961899,22.684748,3608442
2014-03-10,33.009499,33.209301,32.904900,33.076099,22.763344,4993428
2014-03-11,32.866798,32.923901,32.605202,32.866798,22.619299,5144678
2014-03-12,32.904900,33.218800,32.838299,33.066601,22.756807,4774675
2014-03-13,32.724098,32.847801,32.657501,32.657501,22.475260,3856358
2014-03-16,32.581402,32.676601,32.438702,32.533901,22.390198,4393215
2014-03-17,32.809700,32.980999,32.724098,32.857300,22.612766,5078116
2014-03-18,32.866798,32.904900,32.695599,32.828800,22.593151,6497686
2014-03-19,32.914398,32.961899,32.610001,32.733601,22.527632,9290436
2014-03-20,32.676601,32.980999,32.590900,32.980999,22.697895,5283513
2014-03-23,32.743099,33.190300,32.733601,33.171200,22.828794,3223797
2014-03-24,32.952400,33.133202,32.947701,33.066601,22.756807,4449293
2014-03-25,33.237801,33.570801,33.199799,33.342400,22.946615,5493415
2014-03-26,33.057098,33.342400,33.028500,33.332901,22.940077,3763723
2014-03-27,33.513699,33.713501,33.447102,33.599300,23.123417,11581653
2014-03-30,33.761002,33.960800,33.703899,33.732498,23.215084,4859986
2014-03-31,33.723000,33.789600,33.456600,33.694401,23.188864,4000019
2014-04-01,33.742001,33.865700,33.637299,33.827599,23.280533,3546842
2014-04-02,33.827599,33.846600,33.485100,33.646900,23.156176,4778584
2014-04-03,33.608799,33.665901,33.485100,33.656399,23.162712,4425483
2014-04-07,33.561199,33.580299,33.466099,33.466099,23.031746,3440371
2014-04-08,33.447102,33.485100,33.256802,33.485100,23.044825,3884319
2014-04-09,33.637299,33.818100,33.627800,33.675400,23.175789,5051873
2014-04-10,33.913200,33.960800,33.794300,33.827599,23.280533,3313827
2014-04-11,33.580299,33.761002,33.504200,33.608799,23.129951,3149302
2014-04-14,33.485100,33.551701,33.180698,33.180698,22.835329,4557067
2014-04-15,33.294899,33.489899,33.228298,33.352001,22.953222,2513870
2014-04-16,33.380501,33.485100,33.313900,33.466099,23.031746,3025675
2014-04-17,33.599300,33.713501,33.551701,33.637299,23.149567,4014056
2014-04-22,33.637299,33.865700,33.637299,33.761002,23.234701,3598183
2014-04-23,33.903702,34.036900,33.884701,33.932301,23.352591,4894841
2014-04-24,34.027401,34.070202,33.970299,34.065399,23.444191,12646252
2014-04-28,34.065399,34.236698,34.065399,34.236698,23.562080,3450238
2014-04-29,34.246201,34.246201,33.551701,33.779999,23.247776,6921686
2014-04-30,34.046398,34.046398,33.352001,33.580299,23.110336,5276221
2014-05-01,33.580299,33.627800,32.933399,33.019001,22.724049,6731102
2014-05-02,33.009499,33.228298,32.876301,32.876301,22.625839,6047917
2014-05-05,33.009499,33.037998,32.372101,32.533901,22.390198,4897593
2014-05-06,32.647999,32.771702,32.438702,32.448200,22.331217,4758242
2014-05-07,32.362598,32.419701,32.067699,32.191399,22.154486,5906840
2014-05-08,31.810900,32.728901,31.725300,32.476799,22.350901,10237864
2014-05-09,32.571899,32.809700,32.419701,32.705101,22.508018,5614448
2014-05-12,32.838299,32.942902,32.514801,32.514801,22.377050,5707146
2014-05-13,32.942902,32.942902,32.724098,32.819199,22.586542,9105872
2014-05-14,31.858400,32.029701,31.753799,31.963100,22.987995,9352458
2014-05-15,31.868000,31.972601,31.772800,31.953600,22.981163,4969280
2014-05-16,31.744301,31.944099,31.744301,31.858400,22.912695,4234453
2014-05-19,31.772800,31.772800,31.344801,31.344801,22.543312,5989095
2014-05-20,31.344801,31.549299,31.073601,31.487400,22.645870,4926789
2014-05-21,31.344801,31.449400,31.183001,31.439899,22.611708,5032173
2014-05-22,31.554001,32.048698,31.506500,31.906000,22.946932,5251294
2014-05-23,31.906000,32.153400,31.886999,31.934500,22.967426,3624882
2014-05-26,32.039200,32.067699,31.772800,31.886999,22.933266,3033717
2014-05-27,31.963100,32.010700,31.649200,31.668200,22.775900,3723588
2014-05-28,31.772800,31.944099,31.687201,31.877501,22.926432,3055806
2014-05-29,31.858400,31.858400,31.734800,31.782400,22.858036,3211898
2014-05-30,31.915501,31.915501,31.630100,31.858400,22.912695,8889163
2014-06-02,31.868000,32.348400,31.858400,32.229500,23.179592,4083610
